idno	translation	other-identifier	author-name	num-authors	author-gender	author-nationality	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	collection	subgenre	type	ISBN	status	counter	read	Bemerkungen	protagonists	narration	setting-type	setting-place	setting-time	translator(s)	title-original	publ-original	Startkorpus	Duplikat prüfen	scifi	sentimental	policier	blanche
Toombs_Colline	yes		Toombs, Jane	1	female		La colline aux maléfices		1994	1994	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16017-X	tei	1	no	sentimental/fantasy											no	yes	no	no
Toombs_Fantome	yes		Toombs, Jane	1	female		Le fantôme de la dame en blanc		1995	1995	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16047-1	tei	1	no	sentimental/fantasy							The woman in white				no	yes	no	no
Tornielle_Lina	no		Tornielle, Camille	1	female		Lina		1987	1987	1980s	Fleuve Noir	Femme Viva	sentimental	populaire	2-265-03517-3	tei	1	no												no	yes	no	no
Tournier_Gaspard	no	rv0499	Tournier, Michel	1	male	FRA	Gaspard	1980		1980	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Tournier_Goutte	no	rv0498	Tournier, Michel	1	male	FRA	Goutte Or	1985		1985	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Tournier_Meteores	no	rv0497	Tournier, Michel	1	male	FRA	Meteores	1975		1975	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1		Teile und Kapitel											no	no	no	yes
Toussaint_Appareil	no	rv0518	Toussaint, Jean-Philippe	1	male	BEL	Appareil Photo	1988		1988	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Toussaint_Monsieur	no	rv0521	Toussaint, Jean-Philippe	1	male	BEL	Monsieur	1986		1986	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Toussaint_Salle	no	rv0517	Toussaint, Jean-Philippe	1	male	BEL	Salle Bain	1985		1985	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Traverso_Voyoutes	no		Traverso, Frédérique	1	female	FRA	Les Voyoutes		1998	1998	1990s	Grasset		blanche	blanche	2-246-57201-0	tei	1		Kapitel nicht durchgehend erkannt											no	no	no	yes
Valetti_Labyrinth			Valetti, Oscar	1	male		Labyrinth-jungle		1992	1992	1990s	Fleuve Noir	Anticipation	scifi	populaire	2-265-04772-4	tei	1													yes	no	no	no
VanDeWetering_Massacre	yes		van de Wetering, Janwillem	1	male		Le Massacre du Maine		1988	1988	1980s	Rivages	Rivages/Noir	policier	populaire	2-86930-130-8	tei	1								May, Denise	The Maine Massacre	1979			no	no	yes	no
VanVogt_Homme	yes		van Vogt, Alfred Elton	1	male	USA	L'homme multiplié		1976	1976	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1		Kapitel nicht erkannt						Deutsch, Michel	The man with a thousand names				yes	no	no	no
VanVogt_Lendemains	yes		van Vogt, Alfred Elton	1	male	USA	Des lendemains qui scintillent		1975	1975	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1								Deutsch, Michel	Future glitter				yes	no	no	no
VanVogt_Silkie	yes		van Vogt, Alfred Elton	1	male	USA	Le Silkie		1978	1978	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-11855-9	tei	1		Kapitel nicht durchgehend erkannt						Watkins, France-Marie	The Silkie				yes	no	no	no
Vargas_Debout	no	rv1185	Vargas, Fred	1	female	FRA	Debout les Morts	1995		1995	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Vargas_Jeux	no	rv1096	Vargas, Fred	1	female	FRA	Les jeux de l'amour et de la Mort	1986		1986	1980s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Vargas_Peu	no	rv1188	Vargas, Fred	1	female	FRA	Un Peu Plus Loin sur la droite	1996		1996	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Kapitel(überschrift) 27 fehlt											no	no	yes	no
Vargas_Sans	no	rv1187	Vargas, Fred	1	female	FRA	Sans Feu ni lieu	1997		1997	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Vasilos_Mystere	yes		Vasilos, Tina	1	female		Le mystère Alexios Parris		1992	1992	1990s	Harlequin	Collection Or	sentimental	populaire	2-280-07387-0	tei	1								Cazauran, Anne	Black Night, Amber Morning				no	yes	no	no
Vautrin_Bulletins	no		Vautrin, Jean	1	male	FRA	A bulletins rouge		1973	1973	1970s	Gallimard	Série noire	policier	populaire	(unknown)	tei	1		Kapitel nicht durchegehend erkannt											no	no	yes	no
Vautrin_Grand	no		Vautrin, Jean	1	male	FRA	Un grand pas vers le Bon Dieu		1989	1989	1980s	Grasset		blanche	blanche	2-246-40711-7	tei	1		Kapitel nicht durchgehend erkannt											no	no	no	yes
Veillot_Misandra	no		Veillot, Claude	1	male	FRA	Misandra		1974	1974	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Veinstein_Accordeur	no		Veinstein, Alain	1	male	FRA	L'accordeur		1996	1996	1990s		Folio	blanche	blanche	2-07-040215-0	tei	1		keine Kapitelüberschriften vorhanden											no	no	no	yes
Venaille_Caballero	no		Venaille, Franck	1	male	FRA	Caballero hôtel		1974	1974	1970s	Les Éditions de Minuit	(unknown)	blanche		2-7073-0031-4	tei	1													no	no	no	yes
Vila_Boulevard	no		Vilà, Christian	1	male	FRA	Boulevard de l'infini		1999	1999	1990s	Fleuve Noir	SF métal	scifi	populaire	2-265-06479-3	tei	1													yes	no	no	no
Vila_Iceflyer	no		Vilà, Christian	1	male	FRA	Iceflyer		1997	1997	1990s	Fleuve Noir	SF métal	scifi	populaire	2-265-06167-0	tei	1													yes	no	no	no
Vila_X	no		Vilà, Christian	1	male	FRA	X		1998	1998	1990s	Fleuve Noir	SF mystère	scifi	populaire	2-265-05906-4	tei	1													yes	no	no	no
Virmonne_Ginevra	no		Virmonne, Claude	1	female	FRA	Ginevra du Haut-Château		1972	1972	1970s	Tallandier		sentimental		(unknown)	tei	1		(Pseudonym von Marie Mathilde Estelle Decourtiat)											no	yes	no	no
Volkoff_Guerre	no		Volkoff, Vladimir	1	male	FRA	La guerre des pieuvres		1983	1983	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01305-X	tei	1		Teile und Kapitel											yes	no	no	no
Volkoff_Metro	no		Volkoff, Vladimir	1	male	FRA	Métro pour l'enfer		1981	1981	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-00983-4	tei	1													yes	no	no	no
Vonarburg_Silence	no		Vonarburg, Elisabeth	1	female		Le silence de la cité		1981	1981	1980s	Denoël	Présence du Futur	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Wagner_Balle	no		Wagner, Roland C.	1	male	FRA	La Balle du néant : suivi de Les ravisseurs quantiques (Les futurs mystères de Paris)		1996	1996	1990s	Fleuve Noir	Les futurs mystères de Paris	scifi	populaire	2-265-06742-3	tei	1													yes	no	no	no
Wagner_Ravisseurs	no		Wagner, Roland C.	1	male	FRA	Les ravisseurs quantiques		1996	1996	1990s	Fleuve Noir	Les futurs mystères de Paris	scifi	populaire		tei	1		keine Metadaten in der gescannten Version, nur Text											yes	no	no	no
Wallace_Quatre	yes		Wallace, Edgar	1	male		Les quatre justiciers		1993	1993	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2398-1	tei	1									The four just men				no	no	yes	no
Ward_Rencontre	yes		Ward, Lynda	1	female		Rencontre au Crépuscule		1990	1990	1990s	Harlequin	Collection Or	sentimental	populaire	978-2-28-007315-8	tei	1		Titelblatt fehlt  Dépôt légal : avril 1990							Leap the moon				no	yes	no	no
Warren_Gentleman	yes		Warren, Pat	1	female		Le gentleman des gratte-ciel		1988	1988	1980s	Harlequin	Collection Horizon	sentimental	populaire	2-280-01707-5	tei	1									The evolution of Adam				no	yes	no	no
Watson_Enchassement	yes		Watson, Ian	1	male	GBR	L'enchâssement	1973	1974	1973	1970s	Calmann-Lévy	Le Livre De Poche	blanche		(unknown)	tei	1													no	no	no	yes
Weale_Inconnu	yes		Weale, Anne	1	female	GBR	Un inconnu couleur de rêve		1979	1979	1970s	Harlequin	Serie Club	sentimental		(unknown)	tei	1		(Pseudonym von Jay Blakeney)											no	yes	no	no
Weale_Tout	yes		Weale, Anne	1	female	GBR	Tout au bout de l'arc-en-ciel		1987	1987	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Weale_Villa	yes		Weale, Anne	1	female		La villa des dauphins		1983	1983	1980s	Harlequin	Collection	sentimental	populaire	2-280-00083-0	tei	1		Kapitel nicht erkannt						(unknown)	Portrait of Bethany				no	yes	no	no
Weyergans_Radeau	no		Weyergans, François	1	male	BEL	Le Radeau de la Méduse		1983	1983	1980s	Gallimard	Folio	blanche	blanche	2-07-0377772-5	tei	1													no	no	no	yes
Weyergans_Vie	no		Weyergans, François	1	male	BEL	La vie d'un bébé		1986	1986	1980s	Gallimard	Folio	blanche	blanche	2-07-070478-5	tei	1													no	no	no	yes
Whisenand_Homme	yes		Whisenand, Val	1	female		Un homme au-dessus de tout soupçon		1990	1990	1990s	Harlequin	Duo Romance	sentimental	populaire	978-2-28-080451-6	tei	1		Titleblatt fehlt: Dépôt légal: mars 1990  Kapitel nicht durchgehend erkannt							Treasure hunters				no	yes	no	no
Wiazemsky_Poignée	no		Wiazemsky, Anne	1	female	FRA	Une poignée de gens		1998	1998	1990s	Gallimard	Collection Blanche	blanche	blanche	2-07-074676-3	tei	1		keine Kapitelüberschriften											no	no	no	yes
Wilhelm_Oiseaux	yes		Wilhelm, Kate	1	female		Hier, les oiseaux		1977	1977	1970s	Denoël	Présence du Futur	scifi	populaire	(unknown)	tei	1								Audoly, Sylvie	Where late the sweet birds sang	1976			yes	no	no	no
Wilkins_Coup	yes		Wilkins, Gina	1	female		Coup de cœur, coup de génie		1990	1990	1990s	Harlequin	Duo Desir	sentimental	populaire	9-78228-0852913	tei	1		Titelblatt rausgerissen  Dépôt légal: März 1990  Kapitel nicht durchgehend erkannt						(unknown)	(unknown)				no	yes	no	no
Williams_Appel	yes		Williams, Ann	1	female		L'appel du futur		1995	1995	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16049-8	tei	1	no	sentimental/fantasy		heterodiegetic			future		Sam's World				no	yes	no	no
Win_Madison	yes		Win, David	1	male		Madison Avenue		1989	1989	1980s	Harlequin	Grands Romans	sentimental	populaire	2-280-13211-7	tei	1		Kapitel nicht durchgehend erkannt						Ballarin, Charles	Co-Op				no	yes	no	no
Winspear_Sortilege	yes		Winspear, Violet	1	female	GBR	Sortilège antillais		1979	1979	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Wintrebert_Chromoville	no		Wintrebert, Joëlle	1	female	FRA	Chromoville		1984	1984	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-21576-7	tei	1		Kapitel nicht erkannt											yes	no	no	no
Wintrebert_Maitres-feu	no		Wintrebert, Joëlle	1	female	FRA	Les maîtres-feu		1983	1983	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-21408-6	tei	1		Kapitel nicht erkannt											yes	no	no	no
Woods_Pluie	yes		Woods, Sherryl	1	female		Pluie d'or		1990	1990	1990s	Harlequin	Rouge Passion	sentimental	populaire	2-280-12315-0	tei	1	no												no	yes	no	no
Wul_Piege	no		Wul, Stefan	1	male	FRA	Piège sur Zarkass		1970	1970	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-00383-6	tei	1		mehrere Teile  Kapitel nicht erkannt  z.T. Buchstaben nicht richtig erkannt											yes	no	no	no
YoungB_Adieu	yes		Young, Brittany	1	female		L'adieu à Kortina		1990	1990	1990s	Harlequin	Duo Romance	sentimental	populaire	9-782280-804431	tei	1	no												no	yes	no	no
YoungB_Soeurs	yes		Young, Brittany	1	female		Les soeurs de l'orage		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80440-9	tei	1	no								The kiss of a stranger				no	yes	no	no
YoungK_Lien	yes		Young, Karen	1	female	USA	Lien de coeur		1990	1990	1990s	Harlequin	Collection Or	sentimental	populaire	9-782280-073271	tei	1	no	Kapitel nicht durchgehend erkannt							Compelling connection				no	yes	no	no
Zelazny_Enfant	yes		Zelazny, Roger	1	male	USA	L'enfant tombé de nulle part		1980	1980	1980s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01851-5	tei	1								Bailhache, Jean	Changeling				yes	no	no	no
Zelazny_Signe	yes		Zelazny, Roger	1	male	USA	Le signe de la licorne		1978	1978	1970s	Denoël	Présence du Futur	scifi	populaire	(unknown)	tei	1								Martin, Bruno	Sign of the unicorn	1975			yes	no	no	no
Zeraffa_Metro			Zéraffa, Michel	1		TUN	Métro aérien		1976	1976	1970s	Christian Bourgeois	(unknown)	blanche		2-6700011-3	tei	1													no	no	no	yes
Ziegler_Complots	yes		Ziegler, Thomas	1	male	DEU	Complots er trahisons		1988	1988	1980s	Hachette	Haute tension / Spectres	sentimental	populaire	2-01-013772-8	tei	1		Kapitel nicht erkannt						Platte, Roland	Gefangene der Schatten-Welten				no	yes	no	no
Ziegler_Monstre	yes		Ziegler, Thomas	1	male	DEU	Un monstre à bord		1988	1988	1980s	Hachette	Haute tension / Spectres	sentimental	populaire	2-01-013771-X	tei	1		Kapitel nicht erkannt						Bœuf, Jeannine / Blanc, Bernard	Wo die Echse herrscht				no	yes	no	no
daNatividadeGaspar_Corps	yes		da Natividade Gaspar, José	1	male	PRT	Les corps sans âme		1988	1988	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1851-1	tei	1								Falcoz, André & Maslowski, Igor B.	O misterio dos corpos sem luz				no	no	yes	no
deFast_Mort	no		de Fast, Jan	1	male	FRA	La mort surgit de néant		1974	1974	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
deFast_Mutation	no		de Fast, Jan	1	male	FRA	Quatrieme mutation		1973	1973	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
delCastillo_Rue	no		del Castillo, Michel	1	male	FRA	Rue des Archives		1996	1996	1990s	Gallimard	Collection Folio	blanche	blanche	2-07-039494-8	tei	1	no												no	no	no	yes
vanWieren_Reves	no		van Wieren, Mona	1	female		Les rêves d'une architecte		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80434-4	tei	1													no	yes	no	no
